ID,PRE/POST,ENVIRONMENT,FILENAME,HAS_ATTACHMENTS,REQUESTER,DURATION,CM_AM,CM_IT,CM_UAT,CM_TST5,CM_ST,CM_DEVE2E,CM_COURTESY,CM_PT,CM_CATALOG,CM_ACNDEVOPS,CM_PROD
1,POST,ALIGNMENT,Update_MC_Cruscotto_Setting.txt,TRUE,GabrieleAscione,10,,,,,,,,,,,
2,POST,ALIGNMENT,Add_RemoteSiteSetting.txt,FALSE,GabrieleAscione,10,,,,,,,,,,,
