ID,PRE/POST,ENVIRONMENT,FILENAME,HAS_ATTACHMENTS,REQUESTER,DURATION,CM_AM,CM_IT,CM_UAT,CM_TST5,CM_ST,CM_DEVE2E,CM_COURTESY,CM_PT,CM_CATALOG,CM_ACNDEVOPS,CM_PROD
1104,POST,ALIGNMENT,Catalog_16_11.txt,TRUE,CANVASS,5,,x,,,,,,,,,
1105,POST,ALIGNMENT,Mapping_npp_16_11.txt,TRUE,CANVASS,5,,x,,,,,,,,,
1315,POST,ALIGNMENT,20231006_CXID_6.1_AssignProfilePermission.txt,FALSE,simran.sunil,5,,x,,,,,,,,,
1316,POST,ALIGNMENT,20231006_MP_OS_ID6.2_Activate.txt,FALSE,simran.sunil,5,,x,,,,,,,,,
1317,POST,ALIGNMENT,DataLoader_NewCrm_IntegrationSettingParam_CXID6.1.txt,TRUE,simran.sunil,10,,x,,,,,,,,,
1318,POST,ALIGNMENT,20231006_CXId19_AssignProfilePermission.txt,FALSE,abhay.singh.solankil,5,,x,,,,,,,,,
1319,POST,ALIGNMENT,20231006_Case_Order_FLS_BL237.txt,FALSE,simran.sunil,5,,x,,,,,,,,,
1320,POST,ALIGNMENT,20231006_DataLoader_Insert_BL237.txt,TRUE,simran.sunil,10,,x,,,,,,,,,
1321,POST,ALIGNMENT,20231006_DataLoader_Insert_TrackingDigital_BL237.txt,TRUE,simran.sunil,10,,x,,,,,,,,,
1322,POST,ALIGNMENT,20231006_RETENTION_DATALOADER_UPDATE_BL237.txt,TRUE,simran.sunil,10,,x,,,,,,,,,
1323,POST,ALIGNMENT,20231006_DataLoader_Insert_COMPL100TV_LOV_Data.txt,TRUE,vinay.b.kumar.verma,10,,x,,,,,,,,,
1324,POST,ALIGNMENT,20231006_DataLoader_Insert_NFS_Daignostica.txt,TRUE,vinay.b.kumar.verma,10,,x,,,,,,,,,
1325,POST,ALIGNMENT,20231009_DataLoader_Insert_COMPL1003B_LOV.txt,TRUE,vinay.b.kumar.verma,10,,x,,,,,,,,,
1326,POST,ALIGNMENT,20231006_DataLoader_Delete_COMPL100TV_LOV_Data.txt,FALSE,vinay.b.kumar.verma,10,,x,,,,,,,,,
1327,POST,ALIGNMENT,20231009_FLS_COMPL100.txt,FALSE,vinay.b.kumar.verma,10,,x,,,,,,,,,
