ID,PRE/POST,ENVIRONMENT,FILENAME,HAS_ATTACHMENTS,REQUESTER,DURATION,CM_AM,CM_IT,CM_UAT,CM_TST5,CM_ST,CM_DEVE2E,CM_COURTESY,CM_PT,CM_CATALOG,CM_ACNDEVOPS,CM_PROD
1,POST,FULLUAT,Creazione_profilo_SKYDpmProfile.txt,TRUE,mcandiani,10,,,X,,,,,,,,
2,POST,ALIGNMENT,Creazione_profilo_SKYDpmProfile.txt,FALSE,mcandiani,10,,X,,,,,,,,,
